text,likes,published_at,clean_text
"Akhirnya di review juga samsung A57,terimakasih abangku ❤",0,2026-04-12T15:21:13Z,akhirnya review samsung a57terimakasih abangku
Masih setia sama samsung a52 yg blum 5g bang.. blum mampu updet,0,2026-04-12T15:13:13Z,setia sama samsung a52 yg blum 5g bang blum mampu updet
"13:11 apakah terdengar familiar guys? 🤭

Kok kayak strategi price ladderingnya Apple ya? 🤭🤭🤭

once again, mock but copy. Dah brp kali Samsung ini jilat ludah sendiri mulu 😂",0,2026-04-12T15:06:03Z,1311 terdengar familiar guys kok kayak strategi price ladderingnya apple once again mock but copy dah brp kali samsung jilat ludah sendiri mulu
Kalau milih dari segi kamera fitur kamera dll lebih worth it hp ini atau Poco X 8 pro max?,0,2026-04-12T15:06:00Z,kalau milih segi kamera fitur kamera lebih worth it hp poco x 8 pro max
"Hape sekarang emang upgradenya incremental dikit2 aja. Udah lewat smartphone boom. Ganti hape kalau emang perlu aja, biar upgradenya berasa hehe. A57 kalau dari A52 lumayan kali ya 🙈",0,2026-04-12T14:58:10Z,hape sekarang emang upgradenya incremental dikit2 aja udah lewat smartphone boom ganti hape kalau emang perlu aja biar upgradenya berasa hehe a57 kalau a52 lumayan kali
"kcintaan bgt sama samsung A series dr th.2018 yg jmn a6+
skrg hrgnya behh naik bgt yaa dgn fitur yg gitu2 aja",0,2026-04-12T14:52:55Z,kcintaan bgt sama samsung a series dr th2018 yg jmn a6 skrg hrgnya behh naik bgt yaa dgn fitur yg gitu2 aja
Mending a56 spek ga beda jauh,0,2026-04-12T14:43:58Z,mending a56 spek ga beda jauh
"Stress, wkwkwkwkwk,. Penasaran masih ada yg beli kah? Series S nya berapaan dong ini samsung, wkwkwkw",0,2026-04-12T14:40:58Z,stress wkwkwkwkwk penasaran yg beli series s nya berapaan dong samsung wkwkwkw
A54 lompat ke S24fe,0,2026-04-12T14:35:30Z,a54 lompat s24fe
"Udah sering gonta ganti HP aman, giliran ganti samsung dpt setahun udah melembung batreinya",0,2026-04-12T14:30:05Z,udah sering gonta ganti hp aman giliran ganti samsung dpt setahun udah melembung batreinya
"Please, review Poco pad M1 dong mas davidddd🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻",0,2026-04-12T14:29:01Z,please review poco pad m1 dong mas davidddd
"Yahhhh gt doang, w pegang A56 aj gt2 doang, B aja nih mlah di ikuti B aja, hadehh",0,2026-04-12T14:27:58Z,yahhhh gt doang w pegang a56 aj gt2 doang b aja nih mlah ikuti b aja hadehh
A56 aja blum kebeli udah keluar A57 aja,0,2026-04-12T14:26:03Z,a56 aja blum kebeli udah keluar a57 aja
Infinix gt 50 kpn?,0,2026-04-12T14:16:57Z,infinix gt 50 kpn
Bang riview hp Oneplus ace 6+ pliss emang bener sebagus itu??,0,2026-04-12T14:15:53Z,bang riview hp oneplus ace 6 pliss emang bener sebagus
"Walopun gw ga pernah pake samsung, 
Tp buat ortu sama pasangan selalu gw beliin samsung,
alesan nya ya one ui, dan buat daily use normal sangat aman",0,2026-04-12T14:10:52Z,walopun gw ga pernah pake samsung tp buat ortu sama pasangan selalu gw beliin samsung alesan nya one ui buat daily use normal sangat aman
"Bjir 8 jeti, mending ambil s24 fe aja wkwkwkw",1,2026-04-12T14:03:55Z,bjir 8 jeti mending ambil s24 fe aja wkwkwkw
"Meski gak beli, ngrasa asik aja lihat reviw smartphone kek gini.. 
Sekarang masih setia makek vivo v29. Sebelumnya pakek opo f11 dah hmpir 5thun akhirnya rusak  jug. Mudah""an yng in bisa 5thun juga",0,2026-04-12T13:56:04Z,meski gak beli ngrasa asik aja lihat reviw smartphone kek gini sekarang setia makek vivo v29 sebelumnya pakek opo f11 dah hmpir 5thun akhirnya rusak jug mudahan yng in 5thun
Masih stay dengan samsung a52 😊,0,2026-04-12T13:55:15Z,stay samsung a52
Nonton masih di Samsung M21 🫠,0,2026-04-12T13:54:18Z,nonton samsung m21
Masih pakai A54.. 😁,0,2026-04-12T13:52:12Z,pakai a54
Nonton video ini dari samsung galaxy A51 (2020),0,2026-04-12T13:49:42Z,nonton video samsung galaxy a51 2020
masih pake a54,0,2026-04-12T13:47:36Z,pake a54
Nyimak aja gue 😂,0,2026-04-12T13:08:26Z,nyimak aja gue
"Pengin uograde, udah 3 generasi tertinggal.",0,2026-04-12T12:48:58Z,pengin uograde udah 3 generasi tertinggal
bang gw mau beli a26 tp nunggu u review dulu biar gw ngerti speknya😭😅,0,2026-04-12T12:48:28Z,bang gw mau beli a26 tp nunggu u review dulu biar gw ngerti speknya
udah lama ga main misteri box ni bang,0,2026-04-12T12:42:32Z,udah lama ga main misteri box ni bang
Nonton pake a54 😅,0,2026-04-12T12:42:11Z,nonton pake a54
Nice,0,2026-04-12T12:41:37Z,nice
"Samsung spesialis hp panas ga sih, ini aku pake a52s juga panas ga nyaman di tangam, apa lagi kalau di gunain siang, buka tiktok, fb, ig, doang karna butuh cahaya aga tinggi di siang hari alhasil panas ga nyaman di tangan. Apa lg habis itu anak vc beuh auto ga bisa lama vc nya dan harus di matiin dlu opsi selanjut nya karna super hoooooot. Jujur ga nyaman sama samsung dengan saya yg banyak diem di luar ruangan",0,2026-04-12T12:33:33Z,samsung spesialis hp panas ga sih aku pake a52s panas ga nyaman tangam apa kalau gunain siang buka tiktok fb ig doang karna butuh cahaya aga tinggi siang hari alhasil panas ga nyaman tangan apa lg habis anak vc beuh auto ga lama vc nya matiin dlu opsi selanjut nya karna super hoooooot jujur ga nyaman sama samsung yg banyak diem luar ruangan
Tim yg ganti hp klo bener2 dah rusak 😂,0,2026-04-12T12:28:20Z,tim yg ganti hp klo bener2 dah rusak
"hp mid range untuk kamera dan video terbaik klo dari vivo v series lebih bagus mana antara v50 5g, v60 5g, v60 lite 5g atau v70 fe 5g? sebenarnya ane mau beli reno 14 5g, tapi barangnya udah gak ada",0,2026-04-12T12:25:33Z,hp mid range kamera video terbaik klo vivo v series lebih bagus mana v50 5g v60 5g v60 lite 5g v70 fe 5g sebenarnya ane mau beli reno 14 5g barangnya udah gak
"Bg coba rivew nubia neo 3 5g, masih agak ragu kalau mau beli, moga di buatin😅",1,2026-04-12T12:22:54Z,bg coba rivew nubia neo 3 5g ragu kalau mau beli moga buatin
Samsung ku masih awet udah 8 tahun blum di bongkar  yaitu samsung galaxy j6,0,2026-04-12T12:16:40Z,samsung ku awet udah 8 tahun blum bongkar samsung galaxy j6
"Bang, kok gak review hp OnePlus lagi",1,2026-04-12T12:12:07Z,bang kok gak review hp oneplus
"masih pake a32 sampe skrg. dari kapan hari mau bgt upgrade ke a56 nunggu harga turun pas a57 keluar, ternyata masi blm kebeli jg😮‍💨😮‍💨",0,2026-04-12T12:11:37Z,pake a32 sampe skrg kapan hari mau bgt upgrade a56 nunggu harga turun pas a57 keluar ternyata masi blm kebeli jg
buatin versi laptop bang buget 5 jt,0,2026-04-12T12:10:28Z,buatin versi laptop bang buget 5 jt
Bg cobain infinix note 60 ultra,0,2026-04-12T12:09:07Z,bg cobain infinix note 60 ultra
Bg coba infinix note 60 ultra,0,2026-04-12T12:08:20Z,bg coba infinix note 60 ultra
GK gairah bgt gw bang liat tempat camera nya 🫠,0,2026-04-12T11:59:46Z,gk gairah bgt gw bang liat tempat camera nya
"Damn bro 2026 layarnya masih belum simetris? Bad deal banget sumpah, harga naik masih di kelas midrange, sampah. Diskriminasi korea",0,2026-04-12T11:40:11Z,damn bro 2026 layarnya simetris bad deal banget sumpah harga naik kelas midrange sampah diskriminasi korea
Nunggu harganya smpe 2jt an,0,2026-04-12T11:37:37Z,nunggu harganya smpe 2jt an
"bang, coba Spil"" rekomendasi Thinkpad second dari yang maling murah sampai yg paling mahal",0,2026-04-12T11:35:50Z,bang coba spil rekomendasi thinkpad second maling murah yg paling mahal
bang ga review camon 50 pro 5G,0,2026-04-12T11:32:55Z,bang ga review camon 50 pro 5g
Mumettttt  sm type gadget,0,2026-04-12T11:21:15Z,mumettttt sm type gadget
"masi pake a52s dan masi enak"" aja",0,2026-04-12T11:20:27Z,masi pake a52s masi enak aja
ganti baju doang ini mah aslinya A56 wkwkwk tapi kalo tetep paling laku sih aneh banget😂,0,2026-04-12T11:19:21Z,ganti baju doang mah aslinya a56 wkwkwk kalo tetep paling laku sih aneh banget
"Samsung seri A sekarang gak ada perubahan kamera...selalu Main Cam, Ultrawide, Macro...knp gak dikasih lensa Telephoto buat gantiin lensa Macro..?? Jujur aja aku bersyukur banget punya Samsung A72, satu2 nya hp seri A dengan lensa Telephoto..",0,2026-04-12T11:16:33Z,samsung seri a sekarang gak perubahan kameraselalu main cam ultrawide macroknp gak dikasih lensa telephoto buat gantiin lensa macro jujur aja aku bersyukur banget punya samsung a72 satu2 nya hp seri a lensa telephoto
Masih stay dengan samsung A54,0,2026-04-12T11:05:35Z,stay samsung a54
Samsung Smartphone Yahudi,0,2026-04-12T11:05:09Z,samsung smartphone yahudi
Kapan Tecno camon 50 Ultra,0,2026-04-12T11:04:41Z,kapan tecno camon 50 ultra
mending langsung upgrade ke FE wkwk,0,2026-04-12T11:04:20Z,mending langsung upgrade fe wkwk
Gue masih pake Samsung galaxy a12 udah jatuh beberapa kali dan kecemplung bak mandi masih aman cuman agak lemot aja sekarang kalau buat buka aplikasi,0,2026-04-12T11:02:58Z,gue pake samsung galaxy a12 udah jatuh beberapa kali kecemplung bak mandi aman cuman lemot aja sekarang kalau buat buka aplikasi
review tecno camon 50 dong,0,2026-04-12T10:56:47Z,review tecno camon 50 dong
"Gw pake seri a52 2021, sampe sekarang masih lancar dan jarang lag, memang sebagus itu samsung a5 series, harga gk terlalu mahal dan masih terjangkau",0,2026-04-12T10:54:38Z,gw pake seri a52 2021 sampe sekarang lancar jarang lag memang sebagus samsung a5 series harga gk terlalu mahal terjangkau
"Bisa di bilang a57 ini a56s nya samsung, yg mau upgrade ke a5series besel tipis punchole kecil layar enak di lihat ya jawabannya a57😅",1,2026-04-12T10:40:38Z,bilang a57 a56s nya samsung yg mau upgrade a5series besel tipis punchole kecil layar enak lihat jawabannya a57
Pake S20 ultra di 2026 aja masoh enak,0,2026-04-12T10:38:21Z,pake s20 ultra 2026 aja masoh enak
Samsung dgn brand lain itu  ibarat mobil honda dibandingin Toyota Dll..interior pelit tapi gengsi tetap Top..ini masalah nama brand..nama samsung tetap top,0,2026-04-12T10:35:42Z,samsung dgn brand ibarat mobil honda dibandingin toyota dllinterior pelit gengsi tetap topini masalah nama brandnama samsung tetap top
"Gw masih aja disini, bareng A52s 😢 ....",0,2026-04-12T10:30:21Z,gw aja disini bareng a52s
"Samsung UI nya paling nyaman, make dari seri Young sampe sekarang pake seri A, tapi..untuk upgrade kali ini nahan dulu. Mungkin kalo kapasitas baterai di tambah jadi 7000mah auto ganti dari A55 ini ke A57",0,2026-04-12T10:27:40Z,samsung ui nya paling nyaman make seri young sampe sekarang pake seri a tapiuntuk upgrade kali nahan dulu mungkin kalo kapasitas baterai tambah jadi 7000mah auto ganti a55 a57
Bang coba ripiw  Tecno camon 50 pro 5G 🗿,0,2026-04-12T10:25:47Z,bang coba ripiw tecno camon 50 pro 5g
Ada my bini,0,2026-04-12T10:20:18Z,my bini
Bang kapan bahas Tecno camon 50 pro 5g,0,2026-04-12T10:20:10Z,bang kapan bahas tecno camon 50 pro 5g
A56 masih oke ni,0,2026-04-12T10:17:08Z,a56 oke ni
Maaf mas klau sama motorola 60 fusion bagus mana mas,0,2026-04-12T10:16:47Z,maaf mas klau sama motorola 60 fusion bagus mana mas
Samsung = Honda 😂,0,2026-04-12T10:14:59Z,samsung honda
bg cek email dong bg . soal keluh kesah samsung bg,0,2026-04-12T10:09:43Z,bg cek email dong bg soal keluh kesah samsung bg
bang review tecno spark 40 pro+,1,2026-04-12T10:03:26Z,bang review tecno spark 40 pro
Tetep vavorit di samsung not 105g,0,2026-04-12T10:03:08Z,tetep vavorit samsung not 105g
"Design kamera belakang tetap lebih baik yang a56 sih

Bener banget kalau 8 juta mending beli samsung s25 FE",0,2026-04-12T09:58:43Z,design kamera belakang tetap lebih baik a56 sih bener banget kalau 8 juta mending beli samsung s25 fe
7:00 5k mah tu kalau Samsung biasanya tipical. Jadi batre aslinya biasanya GK nyampek  5k palingan 4830. Jadi GK heran misal merasa batrenya kok cepet habis,0,2026-04-12T09:56:51Z,700 5k mah tu kalau samsung biasanya tipical jadi batre aslinya biasanya gk nyampek 5k palingan 4830 jadi gk heran misal merasa batrenya kok cepet habis
A53 5G hadir dan gak mau ganti 😂,0,2026-04-12T09:55:54Z,a53 5g hadir gak mau ganti
Yaudah a56 aja dulu. Mungkin ganti kl udah a60. Sukur2 jadi s ultra sekian pas a56nya dah renyek,0,2026-04-12T09:37:56Z,yaudah a56 aja dulu mungkin ganti kl udah a60 sukur2 jadi s ultra sekian pas a56nya dah renyek
Masih pke Samsung M12,0,2026-04-12T09:34:43Z,pke samsung m12
"Kak, review in dong tv xiaomi A pro Qled 55inch",0,2026-04-12T09:05:31Z,kak review in dong tv xiaomi a pro qled 55inch
"Jujur, hampir 3 tahun pake Samsung galaxy A54 awet banget. Pemakaian normal dan ya suka sama ui dan lain²",0,2026-04-12T08:59:59Z,jujur hampir 3 tahun pake samsung galaxy a54 awet banget pemakaian normal suka sama ui
Mending poco x8 promax bang,0,2026-04-12T08:57:03Z,mending poco x8 promax bang
"gatau kenapa, samsung tuh diliatnya menarik. salah satu HP paling estetik",0,2026-04-12T08:54:16Z,gatau samsung tuh diliatnya menarik salah satu hp paling estetik
samsung brand overpriced wkwkwk kelebihannya cm update software panjang,0,2026-04-12T08:45:56Z,samsung brand overpriced wkwkwk kelebihannya cm update software panjang
"bang david, Udah lama gak review laptop, sesekali review laptop dong",0,2026-04-12T08:42:58Z,bang david udah lama gak review laptop sesekali review laptop dong
Nonton ini make hape samsung note 10 garis layar ada 2😊😊,0,2026-04-12T08:41:28Z,nonton make hape samsung note 10 garis layar 2
"Samsung ini hp2 budgetnya emang keliatan b aja spek2nya ketimbang hp lain. Tapi tetap kalau mau android selalu milih samsung lagi. Hpnya badak banget soalnya, beli hp samsung harga sejutaan pun aja tahun 2020 masih hidup sampai sekarang wkwk",0,2026-04-12T08:39:55Z,samsung hp2 budgetnya emang keliatan b aja spek2nya ketimbang hp tetap kalau mau android selalu milih samsung hpnya badak banget soalnya beli hp samsung harga sejutaan aja tahun 2020 hidup sekarang wkwk
Bang bahas Ikko Mindone Pro 🎉,0,2026-04-12T08:14:12Z,bang bahas ikko mindone pro
"Gua masih pake A14 , ampe nih ari, lancar2 aja..body sama aja kek A57",0,2026-04-12T08:13:16Z,gua pake a14 ampe nih ari lancar2 ajabody sama aja kek a57
review infinix note 60 ultra pininfarina dong bang,0,2026-04-12T08:11:50Z,review infinix note 60 ultra pininfarina dong bang
Kalo kamera msh lbh bagus kameranya oppo sih,0,2026-04-12T08:10:47Z,kalo kamera msh lbh bagus kameranya oppo sih
Ada fitur app lock ga si di galaxy A5 series ini?,0,2026-04-12T08:01:58Z,fitur app lock ga si galaxy a5 series
"Lihat di official samsung hrganya 7,6-7, 8 klo gak salah. Ya mending nyafi ip 14 gak sih klo gtu",0,2026-04-12T08:00:03Z,lihat official samsung hrganya 767 8 klo gak salah mending nyafi ip 14 gak sih klo gtu
Nonton pake A55. Ibarat karisma dan supra x 125 sih. Beda tipis doang 😂,0,2026-04-12T07:54:59Z,nonton pake a55 ibarat karisma supra x 125 sih beda tipis doang
Nonton A57 dengan A32 wkwkwk,0,2026-04-12T07:44:54Z,nonton a57 a32 wkwkwk
"Bg coba review hp tank 4 pro, semoga dibuatin😊",0,2026-04-12T07:43:27Z,bg coba review hp tank 4 pro semoga dibuatin
"kyk vario 150 ke 160, sabar dikit ke S 25 FE😃",0,2026-04-12T07:41:21Z,kyk vario 150 160 sabar dikit s 25 fe
Makin lama hrg makin jadi Sam pah 😅,0,2026-04-12T07:38:27Z,makin lama hrg makin jadi sam pah
Masih di a54,0,2026-04-12T07:35:16Z,a54
Kalo harga 4jt ada rekomen yang enak buat main game pubg dan batre gede ngga koh?,0,2026-04-12T07:28:58Z,kalo harga 4jt rekomen enak buat main game pubg batre gede ngga koh
"Intinya jangan tergiur kalau memang tidak terlalu penting atau hanya gaya2an,KARENA SUNGGUH NGIKUTIN DUNIA TECNOLOGI menguras isi kantong mu.😅😅",0,2026-04-12T07:24:21Z,intinya jangan tergiur kalau memang terlalu penting gaya2ankarena sungguh ngikutin dunia tecnologi menguras isi kantong mu
Review honor 400 smart 5g,0,2026-04-12T07:19:01Z,review honor 400 smart 5g
Bg review Iqoo 15 ultraaaaaa🎉🎉🎉🎉,0,2026-04-12T07:16:35Z,bg review iqoo 15 ultraaaaaa
"kayanya emg samsung main aman di serie 7nya, nunggu optimalisasi di serie 8 aja",0,2026-04-12T07:04:08Z,kayanya emg samsung main aman serie 7nya nunggu optimalisasi serie 8 aja
"Udah 2× kali beli samsung seri S, 2 tahun pemakaian Kendalanya selalu greenline Hadeh.saya pake S 20 terakhir seri S23 sama penyakitnya greenline",0,2026-04-12T06:59:43Z,udah 2 kali beli samsung seri s 2 tahun pemakaian kendalanya selalu greenline hadehsaya pake s 20 terakhir seri s23 sama penyakitnya greenline
Waktu beli A56 sempet ragu krn A57 mau launching tp akhirnya aku memilih A56 daripada A57🤣,0,2026-04-12T06:58:03Z,waktu beli a56 sempet ragu krn a57 mau launching tp akhirnya aku memilih a56 a57
Gue milih samsung Galaxy young deh 😂,0,2026-04-12T06:56:48Z,gue milih samsung galaxy young deh
P,0,2026-04-12T06:44:02Z,p
Tecno camon 50 pro 5G bg,0,2026-04-12T06:40:13Z,tecno camon 50 pro 5g bg
"Tetep tim A55, harga paling worth...mana masih bisa sdcard",0,2026-04-12T06:32:14Z,tetep tim a55 harga paling worthmana sdcard
gw dari samsung a36 ke s25fe,1,2026-04-12T06:15:35Z,gw samsung a36 s25fe
Yang masih pake a52s mana suaranya apakah sudah ada keluh kesah kah?,0,2026-04-12T05:46:32Z,pake a52s mana suaranya keluh kesah
Upgrade B aja harga jauh beda sama A56😂,0,2026-04-12T05:42:59Z,upgrade b aja harga jauh beda sama a56
Tim nonton kaga beli ☺,0,2026-04-12T05:41:19Z,tim nonton kaga beli
Bang coba riview Infinix smart 20 plis notice,0,2026-04-12T05:30:03Z,bang coba riview infinix smart 20 plis notice
"hallo bangg, cobaa dong bikin perbandingan poco f7 pro 5g sama x 8 pro max",0,2026-04-12T05:14:26Z,hallo bangg cobaa dong bikin perbandingan poco f7 pro 5g sama x 8 pro max
Yg upgrade gede cuma harga doang😂,0,2026-04-12T05:05:00Z,yg upgrade gede cuma harga doang
KENAPA DAVID GAK PERNAH TEST SPEAKER HP SAMSUNG??,0,2026-04-12T04:53:09Z,david gak pernah test speaker hp samsung
"Percayalah, semahal mahalnya lu beli hp dan merek, berujung di tawar 20rb sama kang rongsokan 😂😂😂😂",0,2026-04-12T04:52:57Z,percayalah semahal mahalnya lu beli hp merek berujung tawar 20rb sama kang rongsokan
"Seri A emng gak bisa di bilang hp receh, dr thn 2019 aja A30s ku msih aman semua sampe thn 2026, buat kerja juga msh oke meski kdang agak nglag mngkin krn pnyimpnan yg kurang lega. A52 ku juga msh nice apalagi kameranya msh cakep bnget pdhl udh 4 thn. Samsung pride ❤❤❤ 🎉🎉🎉",3,2026-04-12T04:52:48Z,seri a emng gak bilang hp receh dr thn 2019 aja a30s ku msih aman semua sampe thn 2026 buat kerja msh oke meski kdang nglag mngkin krn pnyimpnan yg kurang lega a52 ku msh nice kameranya msh cakep bnget pdhl udh 4 thn samsung pride
Samsung apa kak dulu yg ngegas nya kenceng dan masih wangi,0,2026-04-12T04:49:05Z,samsung apa kak dulu yg ngegas nya kenceng wangi
Guys a57 varian 12/256 dengan harga 7.6jt dapet free galaxy buds core worth it nggak ya?,0,2026-04-12T04:43:12Z,guys a57 varian 12256 harga 76jt dapet free galaxy buds core worth it
"Saya dulu sekeluarga suka dan pakai samsung. Dari hp keypad, Young, Ace, J7 Prime, A5 2017, A50, A70, A71, S21 FE, S22. Makin ke sini makin merasa kok samsung jadi mahal banget ya dibanding merek lain. Dengan harga yg sama brand lain terasa punya nilai lebih. Sekarang sedikit demi sedikit beralih ke brand lain. Bahkan kalau ada orang yg minta saran selalu saya arahkan ke brand lain. Ya soalnya percuma samsung juga banyak resiko. Harganya mahal, spek kalah, service centre mata duitan, apa2 harus inden. Sekarang di keluarga saya sudah ada yg pakai redmi note 10s, redmi 11, xiaomi 11T, vivo Y series, vivo T1, vivo X80, vivo X100, dan Iphone15",0,2026-04-12T04:38:10Z,dulu sekeluarga suka pakai samsung hp keypad young ace j7 prime a5 2017 a50 a70 a71 s21 fe s22 makin sini makin merasa kok samsung jadi mahal banget dibanding merek harga yg sama brand terasa punya nilai lebih sekarang sedikit sedikit beralih brand bahkan kalau orang yg minta saran selalu arahkan brand soalnya percuma samsung banyak resiko harganya mahal spek kalah service centre mata duitan apa2 inden sekarang keluarga yg pakai redmi note 10s redmi 11 xiaomi 11t vivo y series vivo t1 vivo x80 vivo x100 iphone15
Kalo bikin konten langsung aja rame bgt padahal 3 hari yg lalu,0,2026-04-12T04:32:32Z,kalo bikin konten langsung aja rame bgt padahal 3 hari yg lalu
Skip tidak sesuai harga😂,0,2026-04-12T04:15:52Z,skip sesuai harga
"Kali ini samsung ngelawak,btw saya jg pake samsung,a55 udh mau 2 thun",0,2026-04-12T04:13:58Z,kali samsung ngelawakbtw jg pake samsunga55 udh mau 2 thun
masih setia di 15T dengan harga segitu,0,2026-04-12T04:12:36Z,setia 15t harga segitu
"Samsung itu gak ribet,simpel",0,2026-04-12T03:47:40Z,samsung gak ribetsimpel
Nonton pakai a56😂,0,2026-04-12T03:38:31Z,nonton pakai a56
"Alasan kenapa banyak pengguna pilih hp ini karena samsung itu sudah punya brand sejak lama. Orang orang pun ngga segan segan langsung ambil hp model ini walaupun harganya udah mahal banget. Berbanding terbalik dengan merk sebelah meskipun mereka ada model yang menyerupai ke A57 juga, mereka itu bisa dibilang masih pemain baru dan brand image-nya terkenal dengan hp low budget, hal ini juga yang buat org pada mikir dan gengsi buat ambil seri high end merk sebelah.",0,2026-04-12T03:10:36Z,alasan banyak pengguna pilih hp samsung punya brand sejak lama orang orang ngga segan segan langsung ambil hp model walaupun harganya udah mahal banget berbanding terbalik merk sebelah meskipun model menyerupai a57 dibilang pemain baru brand imagenya terkenal hp low budget buat org mikir gengsi buat ambil seri high end merk sebelah
Nonton pake A54😂,0,2026-04-12T03:08:31Z,nonton pake a54
"saya make A50s dari taun 2020an juga masih oke bang cuma karna internalnya yg kecil & hp udh melengkung jd gak bisa make NFC, akhirnya taun kemaren beli S24FE dievent PRJ kena diharga ±9jtan dapet yg 8/512 .",0,2026-04-12T03:07:18Z,make a50s taun 2020an oke bang cuma karna internalnya yg kecil hp udh melengkung jd gak make nfc akhirnya taun kemaren beli s24fe dievent prj kena diharga 9jtan dapet yg 8512
Bang bagi wallpaper nya donk link nya,0,2026-04-12T03:02:06Z,bang wallpaper nya donk link nya
"Nunggu2 review Camon 50 pro blm ada juga nih bang, apa gak rekomended itu hp 😂",0,2026-04-12T02:54:56Z,nunggu2 review camon 50 pro blm nih bang apa gak rekomended hp
"nnton pake redmi 9..
OMG 😂",0,2026-04-12T02:51:43Z,nnton pake redmi 9 omg
masih menonton dengan s24 fe :V,0,2026-04-12T02:51:31Z,menonton s24 fe v
Coba poconm7pro,0,2026-04-12T02:50:07Z,coba poconm7pro
user A71 nyimak dulu,0,2026-04-12T02:38:40Z,user a71 nyimak dulu
A57 gak ada upgrade signifikan dari A56. Modul kameranya pun masih sama persis sejak A55 dgn kamera utamanya pake sensor Sony IMX906,0,2026-04-12T02:29:24Z,a57 gak upgrade signifikan a56 modul kameranya sama persis sejak a55 dgn kamera utamanya pake sensor sony imx906
"gw suka Samsung karena pelayanan service center-nya enak, dan juga sebenernya hp Samsung A51 gw ini juga masih gw pake sejak 2019/2020. tapi sejak 2023 gw beli hp Xiaomi 12 Lite, Samsung A51 ini jadi hp khusus aja dan bukan daily driver. Samsung A51 gw belum pernah di servis dan masih aman aja, hanya saja performa untuk main game yg menurun, lalu respon dan loading melambat. sedangkan Xiaomi 12 Lite gw udah 3x di servis, yg padahal baru beli Maret 2023, baterai pun rasanya boros yg padahal udah ganti di service center resminya. gw juga gk pernah pake hp saat nge-charge, apalagi main game sambil di charge baterainya. itulah kenapa setelah beli hp selain Samsung (sebelum pake Samsung A51, gw pernah pake Infinix Zero 5 dan Vivo yg gw lupa seri apa), gw jadi pengen balik lagi ke Samsung kalau udah gk betah pake Xiaomi 12 Lite, cuman kok harganya makin gk masuk akal karena mungkin mereka jadi merasa di atas angin.",0,2026-04-12T02:28:36Z,gw suka samsung pelayanan service centernya enak sebenernya hp samsung a51 gw gw pake sejak 20192020 sejak 2023 gw beli hp xiaomi 12 lite samsung a51 jadi hp khusus aja bukan daily driver samsung a51 gw pernah servis aman aja performa main game yg menurun lalu respon loading melambat xiaomi 12 lite gw udah 3x servis yg padahal baru beli maret 2023 baterai rasanya boros yg padahal udah ganti service center resminya gw gk pernah pake hp ngecharge main game charge baterainya beli hp samsung pake samsung a51 gw pernah pake infinix zero 5 vivo yg gw lupa seri apa gw jadi pengen balik samsung kalau udah gk betah pake xiaomi 12 lite cuman kok harganya makin gk masuk akal mungkin jadi merasa atas angin
Review nubia v80 max,0,2026-04-12T02:27:35Z,review nubia v80 max
"Jujur gua yang tadinya mau beli a57 jadi minder,emg apa yg di bicarakan bang gadgetin ini fikz sih..gak jauh dari a56..jadi mau ke  sebelah aja dulu..sekian lama pake samsung😢pas ada harganya😮",0,2026-04-12T02:26:11Z,jujur gua tadinya mau beli a57 jadi minderemg apa yg bicarakan bang gadgetin fikz sihgak jauh a56jadi mau sebelah aja dulusekian lama pake samsungpas harganya
Masih bertahan di samsung S24 Fe,0,2026-04-12T02:25:15Z,bertahan samsung s24 fe
Msh nyaman pake a34,0,2026-04-12T02:23:11Z,msh nyaman pake a34
Pakai A 23 sejak bulan 4 2022 upgrade ponsel karena mau nyobain 5G. Biasanya upgrade ponsel klo ada perubahan teknologi yg signifikan sih.,0,2026-04-12T02:15:23Z,pakai a 23 sejak bulan 4 2022 upgrade ponsel mau nyobain 5g biasanya upgrade ponsel klo perubahan teknologi yg signifikan sih
harga hampir 8 juta masih pake exynos skip dulu BHAHA,0,2026-04-12T02:09:37Z,harga hampir 8 juta pake exynos skip dulu bhaha
😂😂😂😂,0,2026-04-12T02:01:11Z,
Mending ipon,0,2026-04-12T02:00:04Z,mending ipon
"yah terakhir kecintaan samsung pas a54 sampe sekarang masih pake, harga wajar 6jt-an, sekarang kok 7jt ke atas 🤣 klo gini mah ya jelas berpaling ke batre yg lebih ganas lah 🤣",0,2026-04-12T01:54:15Z,yah terakhir kecintaan samsung pas a54 sampe sekarang pake harga wajar 6jtan sekarang kok 7jt atas klo gini mah jelas berpaling batre yg lebih ganas lah
A56 User: Hopefully A58 nanti lebih revolusioner yah... 😅,0,2026-04-12T01:49:26Z,a56 user hopefully a58 lebih revolusioner yah
Rencana mau upgrade dari a54 ke a57 seperti sekarang harus pindah ke brand lain. Jujur agak kecewa sama a54 karena performanya jelek banget setelah update ke Android terbaru ini hp sudah ngos2an. Berharap update prosesor a57 bakal bagus eh ternyata sama aja underperform dibanding kompetitor,0,2026-04-12T01:36:20Z,rencana mau upgrade a54 a57 sekarang pindah brand jujur kecewa sama a54 performanya jelek banget update android terbaru hp ngos2an berharap update prosesor a57 bakal bagus eh ternyata sama aja underperform dibanding kompetitor
