author,text,likes,published_at
@arifinalie,Masih stay di samsung A54  dan buat nonton  juga,0,2026-04-10T11:48:50Z
@Xxoo_280G,INFINIX NOT 60 ULTRA dong bng david 🙏,1,2026-04-10T11:39:11Z
@ruslanananta8757,Masih setia sama Samsung M15 5g,0,2026-04-10T11:37:47Z
@LuqmanHakimLabib,1:00,0,2026-04-10T11:37:08Z
@LuqmanHakimLabib,Bang review Samsung a37,0,2026-04-10T11:36:57Z
@aziyzaudiobojonegoro7437,mantap,0,2026-04-10T11:34:10Z
@muhamadfery450,Review Oppo Reno 15 bang?,0,2026-04-10T11:32:24Z
@rzspro,bang kapan unboxing tecno camon 50 pro 5g nya,0,2026-04-10T11:31:33Z
@ahmadjibril1976,YAKIN KEDEPAN NYA SAMSUNG BAKAL KAYA NOKIA,0,2026-04-10T11:30:53Z
@appled102,Samsung kek nokia keenakan di posisinya,0,2026-04-10T11:30:51Z
@ahmadjibril1976,MASIH TRAUMA SAMA GREEN LIGHT NYA 😢,0,2026-04-10T11:29:26Z
@laffsyuu,Nonton ini pake A30s 🤣,0,2026-04-10T11:26:05Z
@DAGESTAN-w1f,No debat sih A55 paling pas di kelasnya.😊,0,2026-04-10T11:24:58Z
@Ontoseno364,Apsen doang 2028 balik ke sini lagi .,1,2026-04-10T11:19:34Z
@Evachymenk,"aku pengguna samsung dari awal galaxy mini awal keluar sampai sekarang, menurutku samsung itu hpnya enak banget, soalnya ram.nya gak gampang penuh",0,2026-04-10T11:14:32Z
@MySHIRLI,Penerus nokia,0,2026-04-10T11:09:45Z
@LiveFish20,A55 hadir😂😂,0,2026-04-10T11:07:52Z
@MBS494,Bg sesekali dong review beberapa tab/pad/ipad/yg gede2 lah layar nya😅😅😅,0,2026-04-10T11:06:25Z
@v0495,terno camon 50 bang,0,2026-04-10T11:05:31Z
@LordVolvo69,Samsung galaxy A57 Gak bagus,0,2026-04-10T11:04:44Z
@dhellawidy259,bang review infinix gt 50 pro,0,2026-04-10T11:04:30Z
@muhammadrafiullahmuadzin5097,Mending Poco yang terbaru lebih gacor!,0,2026-04-10T11:04:03Z
@andrifirnandes,"Enak nih kameranya buat ngonten YouTube saya,,nabung dulu karena masih pake hp lama 🤲",0,2026-04-10T11:03:15Z
@suryalaga9121,Bikin perbandingan dengan techno camon 50 pro 5g bang,0,2026-04-10T10:58:33Z
@ArifinSebayang-xw9kl,Bye bye Samsung you're just like Nokia and blackberry used to ....👋👋👋👋,0,2026-04-10T10:54:18Z
@asepbae3522,"User a55 ,tapii suka bgt nungguin a5 berapa lagi yang bakal nongoll 🫶🏻🤟🏻",0,2026-04-10T10:53:36Z
@AgungNurhadiMukti,"Berasa dejavu kyk dulu release a53 setelah a52s/a52s,seri selanjutnya malah kocak😂",0,2026-04-10T10:47:57Z
@AprianJfxl,"Kmarin jadinya beli honor 200 pro lagi promo jadi 6 jt, sudah 512 + lensa tele foto",0,2026-04-10T10:46:36Z
@LahManaSayaTau.,Bang Bahas HP TECNO CALON 50 SERIES BANG,0,2026-04-10T10:46:07Z
@VanadisTen,Apalah dayaku masih pake A50 android 10 menonton video ini 😢,0,2026-04-10T10:44:10Z
@aseprizkimaulana7241,Harganya gilaaa...,0,2026-04-10T10:43:48Z
@florensiaff30,"Asli Selama ke CP gak pernah ketemu si David disini ini ya. Pdhal aku sering bgt ke CP, kadang hampir tiap hari makan dan jajan😂😂",0,2026-04-10T10:43:01Z
@AkbarNurfadilah-s6q,Bg bandingin HP iqoo 15R sama poco x8pro max full spesifikasi gimana tanggapan nya bg david,0,2026-04-10T10:36:43Z
@fajarkhairuddin3827,Tetap nonton walaupun gak beli 😂,0,2026-04-10T10:36:41Z
@IkaPuspawati-m7o,Nonton pake a56 😢,0,2026-04-10T10:36:23Z
@imrongaming8330,mantap min,0,2026-04-10T10:29:35Z
@heripoter5041,Bang masih ada kah Tecno camon yg kaya Abang di kota sya udh susuah,0,2026-04-10T10:29:11Z
@wonkinggatan2499,Biasa pakai Samsung pakai redmi GK enak ada yg kurang,0,2026-04-10T10:28:04Z
@agungkhuluq,Lama2 sampe A100 😂 A tak terhingga.,0,2026-04-10T10:24:31Z
@toleptelolet,semoga dapat kebeli,0,2026-04-10T10:22:51Z
@edenyhazard295,berharap ada hp murah samsung yg jidatnya g itu2 aja,0,2026-04-10T10:14:23Z
@usepsepiyade3157,A14 5G  fitur lengkap ada NFC,0,2026-04-10T10:08:40Z
@SihidayRsmc,"12:00 tiba-tiba banget ""piro""",0,2026-04-10T10:07:24Z
@AsmaunAsmaun-g4k,kapan comon 50 bg,0,2026-04-10T10:06:33Z
@andrigaming12,harga mendekati s25fe,0,2026-04-10T10:03:31Z
@thistora929,bang riveiw IEM pliss,0,2026-04-10T09:58:33Z
@aldisaftia471,Poco : WKWKWK . PUNCAK KOMEDI 😂 midrange kok ngelawak mulu,0,2026-04-10T09:55:13Z
@masnurma,masih nonton pake A52s,0,2026-04-10T09:55:10Z
@ShaffaSalsabila-o6y,review tab Advan a10 bangg,1,2026-04-10T09:55:05Z
@QwerTy-mr4wt,"Samsung emang bagus, tapi yang bikin kesel ama nyesek aplikasi bawaan banyak yang gak berguna, beda jauh sama sony,  andai saja aplikasi bawaan samsung itu sama kaya sony 🙃🙃🙃",0,2026-04-10T09:53:18Z
@EfanMunandar-g1o,"Gw yg masih pakai Samsung A22 aja masih worth it pdhl udh lma itu hp , utk ngegame masih okelah sperti ML apalgi pakai hero fanny ya max 3-4 kabel sih wkwk",0,2026-04-10T09:51:25Z
@ARGamingBor,🔥,0,2026-04-10T09:47:50Z
@Pablo_escobar21,"Overprice, samsung jangan sampe kaya brand honda di segmen mobil yg akhirnya lesu dan tergantikan",0,2026-04-10T09:46:13Z
@alejanuari,"Masih bertahan dengan a50s, karena masih nunggu a60",0,2026-04-10T09:43:51Z
@guspangs,Topi toy story nya bagus koh 😅,0,2026-04-10T09:38:48Z
@ipunnnk,"masih setia pakai A54....apakah sudah saatnya ganti A56 yg mirip A57 
😅😅😅",0,2026-04-10T09:36:29Z
@PangestuFajar-v1r2c,Bang Tecno camon 50 prp,0,2026-04-10T09:35:45Z
@fahrizalist7093,"Masih pake Samsung A50S, alhamdulillah masih berfungsi dengan baik",0,2026-04-10T09:34:01Z
@ryanbontot,Bakal kena Light Saber gak yah kalo lama2,0,2026-04-10T09:32:17Z
@dodykurniawan2925,"Mau ngambil A56, tp harga nggak turun jadi ambil A57 + galaxi fit 3 joass",0,2026-04-10T09:31:17Z
@tarsankebon7666,Tanggung nunggu A59 aja lah,0,2026-04-10T09:31:12Z
@chiffonivoryy,ini mah A56 facelift wkwk,0,2026-04-10T09:27:16Z
@ghalyhara3701,"Dari kemarin bimbang terima kasih sudah menjawab diakhir video. 
Intinya ""kalo harga segitu mending samsung s25 FE""",0,2026-04-10T09:19:28Z
@MAS_STIVEN-n1c,Bang reviwe hp nobia v80 udah masuk indo blum,0,2026-04-10T09:19:13Z
@masmasreguler,As a user A55 liat A57 ini rerfreshing sih detailnya,0,2026-04-10T09:16:27Z
@muhammadalfajar6664,Riview Infinix Note 60 ULTRA By PininFarina bang limited editions soalnya,0,2026-04-10T09:13:38Z
@rayhanoqtrianda9070,Yang nonton sama samsung a55😢,0,2026-04-10T09:12:15Z
@Lookitdong,"busyet harga 8jutaa, dapet poco f8 coeg yang spek diatas segala nya wkwkwkwk",0,2026-04-10T09:05:51Z
@herryrosidiniskandar9203,"A55,56,57,58,59, kalau belum pakai ROM 512, gak akan Aku Lirik, kareni ini dah oakai yabg ROM 256, ada notif Kapasitas dah penuh",1,2026-04-10T09:05:41Z
@maulaardhana7060,Punya ku a56 kena air dikit lcd nya langsung pixel nya kena bg,0,2026-04-10T09:00:55Z
@MuhammadAmin-x2n5p,iphone yang paling worth it skrang apa ya,0,2026-04-10T08:57:08Z
@anjarsena4987,A55 ku masih awettt,0,2026-04-10T08:55:58Z
@MamanFirmansah-tw9hq,aipon terworit tahun ini,0,2026-04-10T08:52:28Z
@Narnia1945-r6b,Nonton pakai samsung m21 tahun 2019 niat hati pengen upgrade ke seri A tapi harga hp lagi naik ywd tahan dulu aja 😂,0,2026-04-10T08:43:02Z
@Buhary96,mantap,0,2026-04-10T08:41:48Z
@AndikaSaputra-544,"Mentang-mentang a55 viral, a56 & a57 di goreng abis-abisan😂",0,2026-04-10T08:31:01Z
@amir_rl4067,ga tau malu.. hp mahal perubahan hampir ga ada wkwkw,0,2026-04-10T08:24:18Z
@robnvmbn,"mau tanya, knp belum ada brand yg berani design hp tanpa bezel seperti sharp Aquos 305sh",0,2026-04-10T08:22:30Z
@Csee25,nggk review tecno camon 50 pro 5g kk? hehehe,0,2026-04-10T08:18:12Z
@hendraabdullah2962,yang beli A55 nonton ajaaaaa,0,2026-04-10T08:16:21Z
@AiiStream,menit 7 gw stop nonton. this is trash,0,2026-04-10T08:13:25Z
@momenkangdedi,KANG DEDI AJA PAKE SAMSUNG A56 ❤❤❤,1,2026-04-10T08:08:36Z
@fauziasyuwandi,"Alhamdulillah masih setia sama A55
Liat update an agar tau sampai dimana perkembangannya
Yaah rupanya gak terlalu signifikan😅",0,2026-04-10T08:03:34Z
@rey_pracoustycmusic,"Waktu yang tepat buat beli A55 bekas, atau kalau masih ada unit New Garansi, harga kalau turun jauh boleh sih👍",0,2026-04-10T08:00:26Z
@andiniamelia-v6l,Knpa Samsung kalah di batre yg lebih cepat panas juga line di layar...hp lain biasa² aja di pake jangka 2/3 tahun tpi Samsung ini beda.,0,2026-04-10T07:55:55Z
@Yokditest,"Nonton pake samsung a54,nantilah tunggu sekennya baru tak ganti ke a57 😂",1,2026-04-10T07:54:30Z
@JetBlastPone,"Disusupi app zionis dan blm ada tele, 7 jutaan mending 15T sekalian

Good riddance Samsung, mungkin A25 ini jadi unit Samsung pertama dan terakhir buat gua",0,2026-04-10T07:45:27Z
@gikey2830,"drpd beli midrange mending beli iphone lawas baru yg paling murah ""kalo ada bujet""",0,2026-04-10T07:43:36Z
@Kinnn99,Masih nyaman pake samsung m23 5g❤,0,2026-04-10T07:38:52Z
@AbdulRohmaN-hh4br,Masih setia pakai A52 S😂😂😂 dengan banyak kendala,0,2026-04-10T07:36:29Z
@komangyudhistira3505,"Bang, kamera ultra widenya 12 MP atau 13 MP?",0,2026-04-10T07:36:25Z
@VideoAja029,Kayaknya sih klo samsung A57 speknya mau kyak brand lain ujung²nya ngurangin update software 3+4 atau 4+4 jadinya bukan 7+7 lagi,0,2026-04-10T07:33:58Z
@jumriah1143,"Tahun ini aku pindah ke redmi🤭 selama ini samsung terus wlw yg murah, bukan yg begini🤭🤭🤭",0,2026-04-10T07:31:53Z
@alrmd_7732,pas udah beli a57 lalu rilis lagi a58 nanti rilis lagi a59. Inilah Alasan gw males beli hp kecuali klo dibelikan gadgetin BARU SAYA MAU 🤣🤣🤣🤣,0,2026-04-10T07:20:33Z
@ahmadropiq5229,Bang Oppo Reno 15 pro max mna????????,0,2026-04-10T07:16:09Z
@rifalde12,Ini harga 4  jutaan si cocok,0,2026-04-10T07:14:20Z
@dodipranata3655,Nontonnya pakai Samsung A52 4G,1,2026-04-10T07:12:23Z
@michaelclk_2020,"Midrange tetaplah midrange, kamera bosok & jitter🙏🏻",6,2026-04-10T07:09:44Z
@atldmr,"gw jadi curiga, a57 jadi tumbal nya s25fe😂 kaya teknik marketing s25 edge. mirip yang dilakukan mcdonald",0,2026-04-10T07:06:20Z
@michaelclk_2020,Yo ambil s24 reguler lah harga segini.,0,2026-04-10T07:06:09Z
@hyjugaa,terlalu nyaman di atas sampe gk sadar saingan nya udh diposisi paling atas 😂,0,2026-04-10T06:59:28Z
@tuanmuda_kingray,Oh aja sih untuk A57,0,2026-04-10T06:58:07Z
@budiwisnuadigunawan3788,"Samsung ini di sisi lain juga pinter. Dengan ""sedikitnya"" upgrade di a57, calon pembeli samsung tentu lebih milih s25fe. Buat user a3 series dan a55 kebawah yg ngerasa ngga begitu butuh s25fe ya beli a57 ini udah cukup. Kalau user a56 kayaknya masih mending dipake aja dulu hpnya, masih ada update system juga. Kalo mau upgrade ya ntar di s26fe, kalo ngerasa kemahalan ya s25plus atau s25fe juga masih oke.",0,2026-04-10T06:57:28Z
@butetpangambean3212,Q jg pengguna samsng dr 2015 ampe skrng msi bertahn..tp smsung tu bndel uda costmr y komplen tp dcuekin gt...plit y menjdi'😂😂😂....tp tetp msi mw mke smsng...tw kn yg pengguna smsng..tetp sbr.,0,2026-04-10T06:56:19Z
@DestraAmni,Nyimak pecinta A,0,2026-04-10T06:55:02Z
@wendywijaya4379,"Paling ga lama, ada lightsaber lagi .. 😂",0,2026-04-10T06:54:17Z
@baguspribadi9261,"kecewaaaa dengan samsung a57 kli ini, mau dibilang upgrade kyak gk upgrade🗿",0,2026-04-10T06:53:43Z
@husnulkhotimah192,Bajet 2 juta buat ngojek. Hp apa yang cocok? Mohon bantuannya  🙏,0,2026-04-10T06:51:40Z
@hambaallah97,"Mohon bantuanya dong 🙏🏻

Saya pake samsung A52S padahal layar sdh saya kunci dg sidik jari & pola, sdh saya setting perlindungan dari sentuhan tdk sengaja. tapi saat di saku layar sering buka sendiri. 
Kira2 knapa ya?",0,2026-04-10T06:47:18Z
@ihaniekim21,user 55 hereee,0,2026-04-10T06:45:04Z
@jek2179,"kalian nonton chanel ini selama 10 video aja... pasti sedikit/banyaknya merasa lebih paham hp daripada seles hp yg di mall²🤣.. karena saat nonton ini, setidaknya ngerti apa itu Ufs, emmc, antutu, jenis chipset dll.. sementara seles lebih ngasih tau keunggulan sebuah hp tuh dari segi baterai, kamera, Ram, atau yg basic²... selera lo tentang hp jadi lebih tinggi kalo nonton ini awowkwkwk",0,2026-04-10T06:40:28Z
@Nurhidayat-su5pg,Masih pake A52s sampai saat ini,0,2026-04-10T06:39:33Z
@FathimahAlQibthiyah,Kapok bang beli Samsung seri A5.. 2x beli rusak teruuuss.. mending lompat ke seri S tp yg FE,0,2026-04-10T06:37:54Z
@adibhn3750,Hal utama yg buat samsung unggul tidak lain UI-nya.... dan AI-nya yg memang keren...,1,2026-04-10T06:36:57Z
@joniar5513,Masih setia sma a55😊,1,2026-04-10T06:33:54Z
@dimasrali13,nonton video ini pake A54,0,2026-04-10T06:19:43Z
@arthurkohwimorgan,Geloo harganya mendekati flagship,0,2026-04-10T06:19:18Z
@AXLE_ID,jitter kameranya,0,2026-04-10T06:15:16Z
@damiyan88,Ini Sih lebih tepat Samsung A 56S 🤣🤣🤣,0,2026-04-10T06:14:32Z
@upytiani1901,Tim masih pakai A50s 😄😄,0,2026-04-10T06:13:45Z
@mynameisbastian5113,support voice isolation gak sih saat tlp? BIG DEAL banget itu,0,2026-04-10T06:12:57Z
@Rizal-ml9tw,Seri A73 gak ada keluar lagi,0,2026-04-10T06:10:49Z
@yuuudrm,"Ane kerja kantoran di sebuah negara di eropa barat, 50% lebih rekan kerja ane pake a50 series 🤣🤣🤣",0,2026-04-10T06:08:36Z
@mitramuhsin.2568,Samsung itu ibarat mobil totoya..cuma upgread grill depan saja.. tapi harga melejit...anehnya laris manis...itulah konoha merek lebih membuat kita PD..,0,2026-04-10T06:06:00Z
@nikhoblast,setidaknya desain belakang udah beda dari flagship,0,2026-04-10T06:05:44Z
@jimtappy7378,A54 masi lumayan di 2026😅,0,2026-04-10T06:00:23Z
@rezawijayasaputra,"Kalo yg 8/256 harganya lewat 7juta, saya sebagai user samsul mungkin akan pindah ke xiaomi.
Bodoamat sama update sistem ampe 6tahun. Loncat jauh amat harganya dr a56 ke a57😅",0,2026-04-10T06:00:15Z
@wonlylonely,Score nya masih unggulan poco f6 yg rilis 3 tahun lalu...😂,0,2026-04-10T05:58:22Z
@CookiesGaming1,Ga nyesel kemarin ambil A36 cuma 3.5jt secon baru 3bln😂 barunya sekarang 5jt yg A37 6jt malah 😂🗿,0,2026-04-10T05:57:11Z
@faihsannn,harga segitu gak ada telephoto dan  video hanya mentok 4k 30fps😂,0,2026-04-10T05:57:06Z
@ryopoa9687,Nonton pake A52s,0,2026-04-10T05:56:10Z
@rizkaedo9839,Pengen update ke amolet samsung. Tpi takut green line 😢,0,2026-04-10T05:54:14Z
@idanabef,"Tahun lalu beli A56 karna liat video di Gadgetin, Tahun ini liat video A57 bener kurang menggairahkan stay di A56 aja deh 😂 tunggu tahun depan semoga samsung kasih gebrakan yg lumayan.",0,2026-04-10T05:53:55Z
@j_pbp,"suhu nya panas banget, calon calon 1-2 tahun kena lightsaber nih layarnya wkwkwk",0,2026-04-10T05:52:19Z
@sserrafimmm,"Pengguna samsung ini sebenernya kyk pengguna iphone. Walaupun updatenya dikit, ttp dipuja-puja (utk bbrapa org ttp dihujat sih ni 2 hp) 😂. Mengingat hp china lebih dpt fitur yg banyak ketimbang 2 hp ini, saya sebagai kaum mendang mending, beneran mending beli yg series lama aja soalnya lebih worth it (dgn catatan update hp barunya cuma saeutik).",0,2026-04-10T05:49:45Z
@AlwaysNal,"Emang bagus kamera nya, tapi gk cocok buat main game.",1,2026-04-10T05:47:36Z
@ruang_jadi,"Gak ada satupun teman, kenalan dalam lingkungan kerja maupun lingkungan tempat tinggal yg pakai samsung 🙄",0,2026-04-10T05:34:38Z
@OgaPurmansi,Frame blum metal toh,0,2026-04-10T05:25:17Z
@sulistiyo900,Saya tetep bertahan di A56 sampai 4 tahun ke depan .,0,2026-04-10T05:25:11Z
@zidanetribale7729,"Tetep milih samsung klo midrange karna gada iklan, hp chinese yg midrange msh ad iklan hehe",0,2026-04-10T05:20:24Z
@iketutyasa4842,Se7 A57 5G bagus body kren,0,2026-04-10T05:16:38Z
@agrapanambunan5288,salfok sama harga pokemonnya kok nda masuk akal 8:26,0,2026-04-10T05:15:42Z
@asiancomparasion7656,"prasaan baru kemarin rilis A54. koq skrg udah A57 aje buset dah, cepet bgt nih dunia per hp an",0,2026-04-10T05:10:33Z
@xlime5011,Kesimpulan : Udah beli S25 FE AJA,0,2026-04-10T05:09:56Z
@rikiabdi-xe5to,"hp yg jual software, bukan hardware..",0,2026-04-10T05:09:14Z
@SalsabilaAura-z7k,"Samsung brand gede tapi gak ada inovasi, upgrade pelit",0,2026-04-10T05:06:24Z
@gansid7200,A55 lagi nonton 🧐,0,2026-04-10T05:01:03Z
@antonius_ph,"Saya ngga jdi beli A 57, krn harganya mendekati S 25fe",0,2026-04-10T04:56:29Z
@endypammasena942,"A56 = A55 Pro
A57 = A55 Pro Max",0,2026-04-10T04:54:24Z
@fendisuseno5452,7juta harga nya 😢,0,2026-04-10T04:50:19Z
@ranggenah620,Upgradenya segede daun kelor wkwkwkwk,0,2026-04-10T04:44:56Z
@JoenashRachmaninov,"Samsung niru Apple, bersolek ditampilan aja dg minim peningkatan teknologi. Karena gadget sudah jadi produk fashion, yg penting brand mahal dan tampilan baru, bisa buat gaya. Teknologi nomor 2. Kan yg dipakai hanya WA, sosmed, games, pinjol dan kamera...",15,2026-04-10T04:39:38Z
@ferrykurniawan4651,Upgrde NGANTUK😴,0,2026-04-10T04:36:37Z
@glory_hervi3224,Padahal tungguin bgt serie A57 secara make A52 dah 3 tahunan baru ganti LCD aja< itu juga karna kecemplung. kalo gini skip dulu kali yak heheeee,1,2026-04-10T04:33:00Z
@RozzOfficial05,"bjir gw kira harga series a5, 2-3jt",0,2026-04-10T04:25:20Z
@Youkirinnn,Mending ini atau iPhone 15?,0,2026-04-10T04:18:45Z
@AntGaming-yZR,Samsung: konsumen A57 kami adalah yg gak bgtu paham spek 😂,0,2026-04-10T04:17:32Z
@abienbon5992,🎉,0,2026-04-10T04:17:05Z
@BangNatan-s9e,Inget smakin enteng hp build quality..smakin di kurangi..terutama di body hp artinya smakin tipis bodynya..maka gampang rusak klo jatoh...jngn terkecoh SMA bobotnya justru hp mahal hrus krasa solid tahan bnting,0,2026-04-10T04:14:51Z
@CR.cristiano7-77,Yg masih nonton pakai  a55 kumpul 😂,0,2026-04-10T04:11:36Z
@MGDOFFICIAL01,"jujur samsung emng bagus, tapi kalah dengan hp android realme sama Infinix Dengan populer lebih besar dari pada ndro yang lain",0,2026-04-10T04:09:02Z
@febrianlaksmanaputra977,BANG RIVIEW INFINIX NOTE 60 ULTRA,1,2026-04-10T04:07:24Z
@gapatriotpia6013,"kalo ga gengsi merk, ambil aja Itel S26 Ultra atau cobain dulu deh kalo ada temen yg punya😁😁",0,2026-04-10T04:07:21Z
@benares1700,Masih anget nih ✅,0,2026-04-10T04:06:18Z
@nvrl6932,"Kirain cuma 1,5 jutaan",0,2026-04-10T04:04:28Z
@imron12,aku samsung family banget...sejak cobain vivo..buset batrenya badak kualitas awet pol...dah gamau yg laen,0,2026-04-10T04:00:15Z
@mailimpostor5452,Hp badut dengan fitur green line nya 😂😂😂,0,2026-04-10T03:59:34Z
@reyvaldolaloan1568,"Mau nanya, perbedaan A56 dengan A57, itu perbedaan nya dmna ya?
Makasih sebelumnya",0,2026-04-10T03:57:42Z
@YuliErfan,Video nya A57 buat status WA (bagus apa jelek) kak....,0,2026-04-10T03:56:13Z
@sultonfarij8197,Camon 50 kak,0,2026-04-10T03:56:00Z
@ejdl74,edan a55 ke a56 upgradenya cmn seuprit ini muncul a57 yg upgrade nya ga terlalu berasa,0,2026-04-10T03:55:11Z
@rayana4745,ORANG PINTAR PASTI MENDING XIAOMI 15T,0,2026-04-10T03:54:17Z
@yusufperdana8676,"Pokoknya SAMSUNG, Galaxy A07 🤭",0,2026-04-10T03:52:13Z
@SandiJuhandi,Redmi note 16 pro bang,0,2026-04-10T03:50:59Z
@japanesebeautyful,Yg terjangkau aja lah klo buat saya mh..A07..😂..menyesuaikan dengan isi kantong.😊,0,2026-04-10T03:49:23Z
@devae7942,Puass bgt sama reviewnya 👊🏻😍,3,2026-04-10T03:47:29Z
@xlafrzz,"Udah hampir 2 tahun pake Galaxy A55, sejauh ini aman² aja dan enjoy dalam pemakaian sehari². Keren banget sih sekarang udah ada 2 penerus dari Galaxy A55, si Galaxy A56 dan sekarang Galaxy A57. Dan selalu ada aja upgrade tiap tahun dari Samsung untuk series A5nya yang semakin canggih. Tapi jujur IMO untuk desain kamera belakang lebih suka A55, kek frameless dan lebih rapi aja gitu kameranya. Dan lebih mirip sama kakaknya si S25 Fe😁",0,2026-04-10T03:46:13Z
@adamafriansyah3825,nunggu A59,0,2026-04-10T03:39:03Z
@lenteramalam3755,Mending POCO njir,0,2026-04-10T03:37:16Z
@Reluxxz,Bang unboxing hp Infinix nite 60 ultra,0,2026-04-10T03:35:00Z
@Niaa-369,"a 37 dong banng,, soal nya harga beda tipis bgt sm a57",0,2026-04-10T03:33:55Z
@ferdiawanrahman5193,Saya masih pake A54 juga masih enak kok,0,2026-04-10T03:32:30Z
@ferdiawanrahman5193,"Kalo A57 overprice dikelasnya, kalo saya pribadi mending lompat ke S25fe",0,2026-04-10T03:31:49Z
@anggarzf,mau brand android lain ngeluarin produk baru sebagus apapun tetap jatuh hati sama samsung karena lebih simple dan elegan aja gitu ngeliatnya😅,0,2026-04-10T03:26:43Z
@bangdedi8668,nggak mau pakai samsung lagi sudah 2 kali beli dapat yg palsu terus padahal beli di outlet resmi.,0,2026-04-10T03:26:21Z
@marcozidni3186,Hpku samsung A55 bang minusnya sekarang buat zoom saja sih panas buat main game masih enak kamera worit batre juga aweet tapi kalau buat zoom cepet habis dan mudah panas😭,0,2026-04-10T03:25:50Z
@alisharafa6764,"a57 12/256 8 jutaan jir aku beli a56 tahun lalu 12/256 6,8 juta, jauh bngt bedanya",0,2026-04-10T03:24:34Z
@haikalramadhan2885,Gatau ya kenapa exynos ini panasnya cepet banget,0,2026-04-10T03:23:19Z
@christianwanget6480,Mnding s24 fe,0,2026-04-10T03:22:59Z
@pamanojekk890,"beli samsung a54 YG 128 GB beli pertengahan tahun 2023 sudah 3 tahun pemakaian sih emang gacor kamera nya sih apalagi video nya , baru jual bulan ini cuma laku 2,650 😂jual di ponsel cuma laku di di bawah 2 jutaan bila 128 gb , bila yg 256 gb nya di harga 2,3/2,4 tawaran dari ponsel",0,2026-04-10T03:16:34Z
@KUSUMATECH-z3c,Anak a52 kan,0,2026-04-10T03:15:27Z
@siredgar3984,Semenjak pakai samsung a56 dari tahun kemarin. sekarang saya nyaman pilih samsung. mudah2an sampai 6 tahun ke depan ga kegoda buat ganti HP.,0,2026-04-10T03:15:09Z
@rabbitwonyo9270,Tapi samsung biasanya emang lebih bagus di seri angka genap sih,0,2026-04-10T03:14:12Z
@panjisaputra7672,Saya pakai A52s sampe sekarang masih ngebut dengan snapdragon nya😂,82,2026-04-10T03:12:25Z
@abdul5807,Kalau Samsung Sih Harus nya Spek nya Bagus Terutama Geme Performa nya Harus Kecang Lebih Bagus sih Samsung Rata² Ke Kamera dan Fitur² nya Bagus di banding Sipesk nya Mediat lah 🥲,0,2026-04-10T03:08:44Z
@simpanselalu,Masih nunggu upgrade A5 series yang kayak A52s,0,2026-04-10T03:03:01Z
@kerintekaputrasullebani6817,"Gua sih berharap series A5X, mending dihilangkan saja. Samsung mending fokus kembangkan series FE.",0,2026-04-10T03:01:01Z
@Kenshin-n3s,Gw udah gak lanjut beli galaxy semenjak si plastic rasis dan mmg ga worthed itu upgradenya,0,2026-04-10T02:57:56Z
@Kenshin-n3s,Gw udah gak lanjut beli galaxy semenjak si plastic rasis dan mmg ga worthed itu upgradenya,0,2026-04-10T02:57:41Z
@EramdanRizky,kayaknya bakal tetep laku kalo samsung😂😂 kayak honda kalo motor,0,2026-04-10T02:56:01Z
@dzaki8331,A57 membuat S25FE Yang dulu dihujat karena upgrade tipis tipis dari S24FE menjadi Lebih worth it,0,2026-04-10T02:54:25Z
@Kulinerbendhunglepen,Masi setia sama redmi note 11😂,0,2026-04-10T02:52:29Z
@raikarin7240,"Deal breaker beli samsung midrange dari dulu: tangkapan sinyal tidak sebagus merk lain. 
Hape samsung terakhir saya: galaxy ace 2
Yg terlanjur punya samsung kalau mau aman sinyal, mending beli mifi aja, kayak saya dulu wkwk",0,2026-04-10T02:51:18Z
@rilasd6335,"Hape yg maksa kali, mending S25FE. Udah itu aja. Gitu aja kok repot",0,2026-04-10T02:49:03Z
@LeoDensius,"Akhirnya saya bisa membeli hp ini duluan sebelum direview koh david, keren sih tp sedikit lebih ringan jd pengen lempar wkwkwk
Sempat ga pengen pake samsung lagi karna pengalaman samsung s21 fe saya kena greenline ditahun lalu, setelah berpikir panjang akhirnya beli. A57 jauh lebih terjangkau daripada S21 FE, uang beli S21 FE bisa utk beli A57 + Watch 7 di erafone dengan segala potongan diskon dan promo pembelian dgn menggunakan kartu tertentu.
Intinya saya puas ❤",0,2026-04-10T02:48:51Z
@indraP1912,"sekarang muncul samsung Galaxy A57 sedangkan saya masih menikmati (memakai) Samsung Galaxy A33, kalau emang setiap seri muncul berurutan berarti saya sudah melewati 24 seri. Heheeeeheeee",0,2026-04-10T02:48:44Z
@r1amirudin,"Tim yg beli galaxy A5 series yg sudah di diskon 50% kondisi bnib, kemarin baru dapat A54 harga 3jutaan😂",0,2026-04-10T02:43:42Z
@alroismustaqimofficial4544,"gk abis"" nya prasaan hp ni yaa😂kwkkw hdeeh..",0,2026-04-10T02:41:59Z
@EkaCandra-sy2tk,"Masih pake samsung a54, selagi masih dapet update software blm niat ganti wkwkwk",0,2026-04-10T02:41:03Z
@filmbiru2,Samsung a35 gw masih bagus,0,2026-04-10T02:40:47Z
@rinazz5663,"awalnya nungguin banget A57 rilis ujung ujungnya gue beli Xiaomi 14T green lime 82,4/512+16 GB Alhamdulillah puas sejauh ini 😂",0,2026-04-10T02:36:47Z
@muhammadmuhyidin2291,Upgrade tipis banget ternyata ya😭,0,2026-04-10T02:36:33Z
@TokoPCBudijayaSemarang,Bang riview hp honor win,0,2026-04-10T02:33:49Z
